start	end	text
430.495	434.320	主啊祢是我們喜樂的神。
434.320	437.543	主啊祢是全知全能智慧的神。
437.543	440.727	主啊我們讚美祢。
440.727	442.609	主啊謝謝祢愛我們、醫治我們。
443.490	476.216	好 接著我們要來 為與神的關係更親近來禱告。
476.216	489.286	我們接著有個經文,我們在路加福音,有點字有點小,對不起,我有點老花了。
489.286	496.432	在路加福音第10章41到42節,我們一起來念一遍好不好。
497.159	513.172	玛大玛大,你為許多的事失慾煩惱,但是不可少的只有一件,瑪利亞已經選上那上好的福分,是不能奪去的。
514.599	520.405	經文在告訴我們,真的我們常常是很多忙碌的,對不對?
520.405	532.216	尤其是現在的這樣的一個社會當中,無論你的生活,無論你的職場,無論你的一些的工作上,真的非常的忙碌。
532.216	547.381	但是耶穌誇馬利亞, 瑪利亞到耶穌的跟前來怎麼樣，來親近祂，來渴慕祂，你親近祂，你渴慕祂嗎，我們一起來禱告。
547.381	575.292	我們求主幫助，特別在這個暑期，這個兒童，他們現在又開始放暑假了，還有這個青年，我們真的是要多為他們禱告，也為我們自己禱告，也為我們的家人禱告，讓我們每一個人很渴慕神， 來親近祂，來擲取祂那十字架的大能，在我們的裡面，以至於我們的生命，可以不一樣，以至於我們的生命，可以影響生命。
575.292	577.353	讓我們一起來禱告。
577.353	603.318	哈利路亞 主 我感謝祢 賜美祢 主啊 是的 主啊 祢是 主啊 真的是 主啊真的是愛我們 祢是幫助我們的神 讓我們時時來渴慕祢的話 主啊 像瑪利亞一樣來渴慕祢 來親近祢 主啊這是祢蒙祢所喜悅 主幫助我們每一個人 特別我要為兒童來禱告 繁體中文，臺灣國語。
631.937	650.367	繁體中文， 主啊 讓我們渴慕祢。
650.367	651.467	主啊 祢都幫助我們。
651.467	652.768	親近祢的 祢必親近祂。
652.768	661.652	哈利路亞 哈利路亞謝謝我主 讚美我主 催促我們的禱告。
661.652	662.552	謝謝阿爸父。
662.552	670.495	接著我們要來為著神供應身心靈一切所需禱告。
670.495	675.037	這個真的太需要了。
675.037	679.749	我們常常 感覺上是很缺乏。
679.749	689.757	我們常常感受到,忙忙碌碌當中,我們仍是很需要主。
689.757	690.677	主啊,祢是我們的牧者。
690.677	693.219	我們必不致缺乏。
693.219	699.804	主啊,祢知道我們每個人的需要。
702.227	703.547	主啊,你就帶領我們。
703.547	708.289	主啊,我知道你是全知全能智慧的神啊。
708.289	710.309	你是幫助我們的神啊。
710.309	726.853	主啊,讓我們不缺乏,無論是我們的經濟,無論是我們的身心靈,我們的身體的疾病,健康的狀況,或者我們的一些的靈裡的低垂,我們都仰望主。
726.853	733.385	主啊,你說, 主啊 尋求祢的。
733.385	737.069	主啊 一樣好處都不缺啊。
737.069	739.632	我們就同心開口我們來禱告。
739.632	740.713	我們來呼求仰望祂。
740.713	744.698	哈利路亞 主我們感謝祢。
744.698	747.301	主我們讚美祢。
747.301	751.305	主祢真的是供應我們一切所需的神。
752.619	753.779	我們讚美祢。
753.779	757.740	主啊,耶和華是我的牧者,我必不至缺乏。
757.740	761.661	主啊,祢也告訴我們,要先求祢的國和祢的義。
761.661	764.321	主啊,這些祢都要加給我們啊。
764.321	769.503	主啊,我們有極大的信心,知道祢的恩典是夠我們用的。
769.503	773.943	主啊,尋求祢的一樣好處都不缺。
773.943	776.324	主,我們感謝祢,我們讚美祢。
776.664	777.725	主啊,祢要祝福。
777.725	780.467	主啊,有身體一些病痛的。
780.467	781.527	主啊,有一些癌症的。
781.527	786.310	或者是他的心靈深處有一些低垂的。
786.310	792.555	喔,主耶穌啊,主耶穌啊,祢是看住他們的神啊。
792.555	795.176	主啊,祢是幫助他們的神啊。
795.176	803.642	主啊,在他們困境當中,疾病當中,即使他們的經濟缺乏當中,主啊,祢使他們不缺乏。
803.642	806.264	主,我們是這樣來禱告,充滿了信心。
806.664	810.787	相信主祢必定供應一切所需。
810.787	813.288	我讚美我們的神。
813.288	814.989	接著我們要來禱告。
814.989	821.474	我們為信主的家人朋友來禱告。
821.474	826.317	我們知道教會是一個傳福音的教會。
826.317	841.153	所以我們呼求主將那個傳福音的使命 那個搶救人的一個靈魂的生命那個使命放在我們的當中。
841.153	842.454	我們可以有一個經文。
842.454	850.179	人子來,為要尋找拯救世上的人。
850.179	855.243	搶救靈魂。
855.243	856.123	傳福音。
856.123	860.086	但是我們要勇敢啊。
860.086	871.660	我們要趕快去 可能我們的家人還有好幾位還沒有信主,還有我們的朋友, 或者你所認識的。
871.660	873.841	我們來為他們禱告,好嗎?
873.841	874.622	我們一起來禱告。
874.622	875.842	Hallelujah,主,我感謝祢,我讚美祢。
875.842	878.744	主,你說人子來是要尋找拯救世上的人啊。
878.744	898.617	主啊,將這樣傳福音的使命,主啊,將這樣子的愛他們的心,主啊,主啊,來搶救靈魂的心,放在我們的當中,以至於我們可以去勇敢的踏出去,我們來傳福音。
898.797	900.458	主啊!
900.458	900.939	主啊!
900.939	902.900	因著祢的救恩。
902.900	903.101	主啊!
903.101	904.502	因著祢的赦罪之恩。
904.502	905.222	主啊!
905.222	910.447	我們都嘗過祢那救恩的聖位。
910.447	911.488	何等的甘甜。
911.488	911.648	主啊!
911.648	914.150	我們渴望我們家人還沒信主的。
914.150	914.811	主啊!
914.811	916.032	我們渴望主啊!
916.032	917.533	我們的朋友還沒信主的。
917.533	917.693	主啊!
917.693	919.234	快快的來搶救這樣的靈魂。
919.234	920.295	主啊!
920.295	922.097	讓他們來認識耶穌。
922.517	927.281	哈利路亞，來認識耶穌，把人帶到耶穌的面前。
927.281	931.464	願神的國降臨在我們的當中。
931.464	936.527	願神的國降臨在我們的每一個家庭。
936.527	939.890	主啊,願神的國降臨在我們的臺灣。
941.391	941.671	阿彌陀佛。
967.927	981.189	今天早晨神的百姓我們一起用歌聲讚美來歡迎我們的榮耀的君王耶穌基督。
981.189	982.730	拍一首。
982.730	986.390	讚美神情。
986.390	988.951	夜幕都轉向祢。
988.951	989.771	都轉向祢。
996.101	1004.364	探望人情﹐人心。
1004.364	1007.765	嚮往著祢﹐嚮往著祢。
1007.765	1016.567	並肩人心﹐並肩人心。
1016.567	1019.588	不斷迴轉向祢。
1019.588	1019.968	嚮往著祢。
1025.913	1028.494	破碎生命。
1028.494	1030.054	破碎生命。
1030.054	1031.294	在祢的國土裡。
1031.294	1032.315	全被感激。
1032.315	1033.555	當遇見祢。
1033.555	1037.536	當遇見祢就有能力。
1037.536	1039.657	我每一年。
1039.657	1044.518	一同在祢一切去。
1044.518	1045.658	怕將被抹去。
1055.418	1070.415	河沙那，河沙那，也許我們救贖主，陪著所有的災民。
1082.005	1084.607	愿祢降临主耶稣。
1084.607	1085.807	听见人心,不断会转向祢。
1100.606	1102.507	回轉向祢。
1102.507	1106.568	破碎生命﹐在祢的國土裡。
1106.568	1111.589	前輩跟親﹐當遇見祢﹐就有能力﹐過每一天。
1127.073	1134.238	一同在祢的全聚堂,將佩洛去,佩洛去。
1134.238	1138.141	Hosanna Hosanna祢是我們救贖主,佩領所有的讚美。
1153.797	1168.248	Hosanna,來成就祢的旨意,願祢降臨主耶穌。
1168.248	1173.773	阿蕾路亞,讓我們宣告,Hosanna,Hosanna,歸於大位的子孫。
1173.773	1175.654	Hosanna,歸於至高榮耀的神。
1175.654	1180.038	阿蕾路亞,我們讚美祢,謝謝耶穌,謝謝耶穌。
1183.217	1190.940	当遇见你﹐就有能力﹐过每一天。
1190.940	1199.823	你同在﹐你一切惧怕﹐将被夺去。
1199.823	1205.945	当遇见你﹐就有能力﹐过每一天。
1205.945	1210.207	你同在﹐你一切惧怕﹐将被夺去。
1211.476	1214.099	我們一起來思想。
1214.099	1216.902	繁體中文，我們一起來思想。
1216.902	1220.867	繁體中文，我們一起來思想。
1220.867	1238.566	繁體中文， 来成就祢的旨意。
1238.566	1239.366	愿祢降临主耶稣。
1239.366	1239.366	Hosanna。
1239.366	1239.366	Hosanna。
1239.366	1239.366	Hosanna。
1239.366	1241.307	愿请我们救赎主。
1241.307	1241.807	赔赖所有的赞美。
1241.807	1241.807	Hosanna。
1241.807	1241.807	Hosanna。
1264.360	1268.524	來成就祢的旨意。
1268.524	1271.547	願祢降臨主耶穌。
1271.547	1321.546	Hosanna Hosanna Hosanna Hosanna 我神 真偉大 歌頌祢生命 真偉大 全地都看見。
1321.546	1323.367	我神真偉大。
1323.367	1324.547	我神真偉大。
1338.490	1344.634	歌頌你生命,真偉大。
1344.634	1349.498	全地都看見,我神,真偉大。
1349.498	1369.589	尊貴榮耀的君王,尊貴榮耀君王,在全地之上, 在全地之上。
1369.589	1373.151	願萬民都喜樂。
1373.151	1376.993	全地都喜樂。
1376.993	1384.056	祝你滿有榮光。
1384.056	1388.799	黑暗都躲藏。
1388.799	1390.380	萬民高聲唱。
1391.681	1395.743	起來到聖場。
1395.743	1398.764	我神真偉大。
1398.764	1401.646	我神真偉大。
1401.646	1403.907	歌頌祢聲音。
1403.907	1406.628	真偉大。
1406.628	1409.869	全地都看見。
1409.869	1411.790	我神真偉大。
1420.486	1426.930	一再永在君王。
1426.930	1434.195	從今直到永遠。
1434.195	1437.076	從不曾改變。
1437.076	1440.118	生在天地前。
1440.118	1442.780	祢是在祢真身。
1445.708	1449.589	父子與聖靈。
1449.589	1454.150	真神的高大。
1454.150	1455.891	天的聖高。
1455.891	1459.272	亞我神。
1459.272	1460.012	我神。
1460.012	1463.133	真偉大。
1463.133	1466.574	歌頌祢聖名。
1466.574	1469.235	真偉大。
1469.235	1469.995	天地都看。
1475.282	1476.302	真偉大。
1476.302	1482.665	你至聖尊名。
1482.665	1487.348	你至聖尊名。
1487.348	1491.049	我佩受祂讚美。
1491.049	1494.751	佩受祂讚美。
1494.751	1497.772	全心的送我生。
1497.772	1500.774	真偉大。
1518.609	1523.674	全心歌頌我生。
1523.674	1525.315	真偉大。
1525.315	1529.379	我領歌唱。
1529.379	1531.381	我領歌唱。
1531.381	1534.264	三昧救助我生。
1534.264	1535.425	你真偉大。
1546.817	1555.520	再次對著說我領歌聲。
1576.954	1581.715	我領歌唱。
1581.715	1584.616	我領歌唱。
1627.159	1627.979	祂 讚美救助我生。
1627.979	1629.199	祂 讚美救助我生。
1629.199	1629.560	祂 讚美救助我生。
1629.560	1630.500	祂 讚美救助我生。
1630.500	1631.820	祂 讚美救助我生。
1631.820	1634.021	祂 讚美救助我生。
1634.021	1634.541	祂 讚美救助我生。
1634.541	1635.361	祂 讚美救助我生。
1635.361	1636.101	祂 讚美救助我生。
1636.101	1636.461	祂 讚美救助我生。
1636.461	1637.441	祂 讚美救助我生。
1637.441	1637.801	祂 讚美救助我生。
1637.801	1638.902	祂 讚美救助我生。
1638.902	1640.762	祂 讚美救助我生。
1640.762	1643.243	祂 讚美救助我生。
1643.243	1645.023	祂 讚美救助我生。
1645.023	1646.803	祂 讚美救助我生。
1646.803	1648.464	祂 讚美救助我生。
1648.464	1650.884	祂 讚美救助我生。
1650.884	1651.324	祂 讚美救助我生。
1651.324	1653.125	祂 讚美救助我生。
1653.125	1654.505	祂 讚美救助我生。
1654.485	1659.807	祂 讚 祝福我生。
1659.807	1662.088	祝福我生。
1662.088	1664.510	祝福我生。
1664.510	1669.514	祝福我生。
1669.514	1674.057	祝福我生。
1674.057	1676.279	祝福我生。
1676.279	1679.441	祝福我生。
1693.592	1695.152	祂的偉大。
1695.152	1698.113	祂的偉大。
1698.113	1708.937	阿蕾路亞 讓我們將一切榮耀掌聲給歸我們的神。
1708.937	1714.498	榮耀的君王 座門讚美祢。
1714.498	1717.259	一切榮耀單單歸給祢。
1717.259	1719.160	耶穌我們謝謝祢。
1719.160	1722.581	阿蕾路亞主使的祢真偉大。
1726.186	1735.750	天上地下沒有私下別的名,只有耶穌基督的名,我們可以得救。
1735.750	1750.136	謝謝耶穌,私下這樣的一個救恩,主要讓祢的百姓,今天,可以坦然無懼的,來到食人寶座前。
1750.136	1767.392	主使得我們的生命,單單降服於祢,沒有別的, 不是這世上一切的財物﹐世上一切的花花的世界﹐可以奪去我們與你之間的愛。
1767.392	1796.990	我能去哪﹐除了你是恩佐欠﹐我想賦予你是家的恩典﹐ 何等的愛﹐你大能受扶持我﹐太榮美﹐何等榮美。
1796.990	1827.726	我願相撫﹐高舉黎明﹐ 耶穌祢的榮耀我所有,和我生命,我屬祢,永遠屬祢。
1827.726	1840.627	榮耀君王,祢的邊上人一致, 神的兒子﹐將先聞點真實。
1840.627	1848.553	何等的愛﹐愛我盡如一恩賜。
1848.553	1855.199	真美好﹐你真美好。
1855.199	1869.335	我願享福﹐ 高舉祢名,耶穌,祢的榮耀。
1869.335	1878.362	我所有和我生命,我屬祢,永遠屬祢。
1878.362	1885.407	我願相負,我願相負。
1887.739	1906.156	耶穌,祢的榮耀我所有,和我生命我屬祢,永遠屬祢。
1913.319	1915.880	謝謝四弟兄姊妹。
1941.408	1946.230	你的榮耀就在這裡。
1946.230	1949.030	從天堂到地基。
1949.030	1952.391	向祢贖回我生命。
1952.391	1953.132	我屬祢,永遠屬祢。
1964.104	1969.648	相輔,高舉祢名。
1969.648	1982.096	耶穌,祢的榮耀,我所有和我生命。
1982.096	1985.699	我屬祢,永遠屬祢。
1985.699	1988.941	我願相輔。
1988.941	1991.062	我願相輔。
1992.108	1999.197	道具祢名,耶穌。
1999.197	2005.324	祢的榮耀我所有。
2005.324	2010.350	和我生命,我屬祢永遠。
2015.162	2026.166	我願相互告知您名,耶穌,耶穌,祢的榮耀。
2026.166	2029.888	我所有和我生命,我屬祢。
2044.326	2048.110	弟兄姊妹。
2084.787	2090.277	我屬你,永遠屬你。
2115.060	2122.804	神是榮耀的神,神是榮美的神,祂大能的慈愛扶持著我們。
2122.804	2134.850	主,今天早晨我們在祢的面前,我們的線上不是因為我們怎麼樣,我們可以怎麼樣,好像我們來尊榮祢。
2134.850	2150.245	事實上,主耶穌祢自己在聖經上說,萬有都是本於祢,依靠祢也歸於祢, 誰是先給了祂,使祂有呢?
2150.245	2151.926	使祂後來償還呢?
2151.926	2159.811	誰做過祂的謀事呢?
2159.811	2165.015	誰是可以引導祂,告訴祂什麼呢?
2165.015	2171.879	主啊,沒有人智慧、恩典、能力都是從祢而來。
2173.302	2185.029	主啊,我們敬拜祢,我們高舉祢,不是因為我們,覺得我們可以怎麼樣,那是因為祢是怎麼樣。
2185.029	2207.002	主耶穌謝謝祢,今天祢的恩典的榮耀在這個地方,求祢釋放我們,打開我們生命當中的枷鎖,打開我們的鎖鏈,讓我們可以單單的,可以毫無牽掛的, 毫無所有攔阻的,可以把我們的身心獻給耶穌。
2207.002	2211.085	若是這個時刻,你的生命裡面有一些東西來纏雷你。
2211.085	2222.772	我們一起來禱告,求上帝讓我們看見,上帝是那位從 過去到現在,直到永遠的上帝。
2222.772	2232.255	哈利路亞,祂全能,祂是,喔,祂得勝,祂過去,祂釋放,祂掌權,祂一致,祂如今仍然是。
2232.255	2240.417	好不好,我們一起來禱告,願上帝今天奇妙的恩惠,讓你能夠經歷祂美好的恩典。
2240.417	2245.459	我們一起同聲來禱告,哈利路亞,謝謝耶穌,謝謝耶穌。
2275.691	2285.495	我們願意降福在耶穌基督祢大能的手中。
2285.495	2289.216	耶穌謝謝祢,知道祢過去。
2289.216	2292.418	現在直到永遠,祢都是掌權的上帝。
2292.418	2298.340	所以耶穌在天下人間,真的沒有赐下別的名,我們可以靠著得救。
2298.660	2310.229	主耶穌讓我們當中所有,主在我們的生命裡面的難處,所有的一些的權勢,一切的捆綁,都因為耶穌祢自己全能大能的愛。
2310.229	2311.951	主啊,我們都因為祢的恩典。
2311.951	2319.617	主啊,今天早晨,主祢釋放祢的百姓,釋放祢的兒女,能夠進到祢的榮耀的裡面。
2319.617	2324.401	謝謝主祢帶領我們,來親自來品嘗祢自己的榮美。
2324.701	2326.764	可以瞻仰祢的榮耀。
2326.764	2332.931	在祢的榮耀的裡面,我們可以,喔,可以經歷,喔,主啊,祢完全的榮耀。
2332.931	2335.154	哈利路亞,榮上加榮。
2335.154	2339.580	願祢的榮光今天造成,喔,主啊,成為我們的光。
2339.940	2342.281	主啊我們要跟隨祢。
2342.281	2346.742	就成為我們腳前的在路上的光。
2346.742	2349.222	跟從祢就不在黑暗裡面走。
2349.222	2353.103	主啊讓我們可以得到這一切。
2353.103	2355.324	祢屬天的榮耀。
2355.324	2357.164	謝謝耶穌。
2357.164	2361.105	我願向父高舉祢名。
2366.698	2383.343	你的榮耀我所有,和我勝利,我屬你,永遠屬你。
2383.343	2414.944	我願相互告知你名, 繁體中文， 阿們,我所有和我的生命,我屬祢,永遠屬於祢。
2414.944	2441.664	耶穌,祢不只是救贖了我們,主啊,祢而且真的讓我們永遠屬於祢,沒有任何的事物,若是今天有任何的難處, 恆更在我們跟你之間的關係的裡面,是被那個錯謬,那樣的一個我們看我們自己,或是一些不好的思想,恆在我們跟你之間的面前。
2441.664	2446.846	主耶穌求你,讓我們知道,我們是真正完全被你救贖的。
2447.466	2451.769	祢真的在祢的恩典的裡面,祢代替我們。
2451.769	2462.498	主啊,所有我們跟祢之間的任何的隔閡,都因為耶穌祢自己的恩典,我們可以得與祢和好。
2462.978	2471.383	主耶穌今天早晨,主讓我們若是有軟弱有罪,我們就帶到祢的面前。
2471.383	2478.448	主我們誠誠實實的接受祢的恩典,說主啊,祢饒恕我們,祢潔淨我們,祢赦免我們。
2478.848	2484.353	讓我們再一次若是有軟弱，主也讓我們再一次被祢更新。
2484.353	2487.056	讓祢的聖靈再次提升我們。
2487.056	2489.598	謝謝耶穌祢祝福我們。
2489.598	2491.320	謝謝主聽我們的禱告。
2491.320	2494.242	奉耶穌基督寶貴的聖名。
2494.242	2503.906	阿們 哈利路亞感謝主 好,感謝神今天早上給我們美好的敬拜的時間。
2503.906	2507.747	弟兄姊妹請坐。
2507.747	2513.369	今天要特別,我們很高興有一個特別的講員來到我們的當中。
2513.369	2515.530	是一位Y1的宣教士。
2515.530	2523.053	他原來在我們的臺灣,2010年他去了夏威夷Y1的總部Kona。
2523.933	2530.477	那地方他去學習,然後最後他留在那裡。
2530.477	2533.158	他現在是一位Y1的宣教士。
2533.158	2537.420	我覺得很感恩,我們今天能夠來聆聽他的信息。
2537.420	2541.723	我們要特別來歡迎林頌亞宣教士,我們拍掌歡迎。
2542.363	2543.404	OK,謝謝。
2543.404	2545.765	我們把時間交給宋雅。
2545.765	2549.807	今天是不是有很多Y1的同工也在這地方。
2549.807	2551.688	Y1的要不要舉手一下,讓我們看到。
2551.688	2555.850	這邊講你是Y1的同工,要不要舉手讓我們知道你在這裡。
2555.850	2557.911	有沒有Y1的?
2557.911	2563.614	好,我們把時間交給他,謝謝。
2563.614	2565.915	各位弟兄姊妹平安。
2565.915	2568.817	很榮幸今天可以站在大家的面前。
2569.616	2585.586	我這禮拜跟上個禮拜都在我們的門徒訓練學校裡面講課,然後都有翻譯,所以我今天如果突然講話講到一半停下來,就是因為我在等翻譯,但今天早上沒有翻譯,所以讓我習慣一下。
2585.586	2589.148	我的名字叫林宋雅,雙木林,歌頌的宋雅,周的雅。
2589.148	2593.891	我的父母給我取名的時候,就是要我去歌頌我們的雅威這全能的神。
2594.411	2602.333	然後讓我的生命,那你知道,做父母的,你不要亂跟神立約,當你立了那個約,上帝就會來讓你實現。
2602.333	2617.138	我在一歲的時候,我爸媽把我獻給神,跟上帝說,雖然我不讓你自己有嬰兒喜,因為我要你自己能夠去認識你的神,但是這個孩子的生命是屬於上帝的。
2617.398	2651.914	然後2010年23歲那一年上帝就讓我去宣教然後就再也沒有回來了所以但是但是我們今天在講我們在列邦中的產業的時候其實它是一個我生命的自己的見證但同時不只是我的見證我的見證沒有什麼了不起的真的但是希望我們今天能夠聽到的是一件事就是如果我可以你也可以因為我們的神是同樣的一位上帝我再說一次如果我可以 你也可以,因為我們的神是同樣的一位上帝。
2651.914	2657.159	稍微介紹一下我們家。
2657.159	2659.861	這裡,這是我們家。
2659.861	2665.446	我太太Lily,女兒兔寶,她今年兔寶7歲。
2665.446	2671.090	太太跟我是在宣教的合場當中認識的,兔寶是在夏威夷出生的。
2671.090	2675.594	所以她很得意地說,我不是臺灣人,或是我是臺灣人,但是我也是夏威夷人。
2677.090	2711.339	他黑黑的然後每個禮拜去跳草群舞可是他今天沒有機會來到大家的當中跟大家一起分享但有幾個事情在開始的時候我要先感謝大家第一感謝大家讓以樂來到我們當中那個我保證他在那邊沒有亂交女朋友有專心的在訓練 但是這也是我們那邊很大的一個祝福,因為我們那邊做萬邦大學,我們希望就是看到各國的人來到一起,然後有點小天堂的感覺,然後以樂當然除了我自己,也可以代表臺灣在那個地方。
2711.339	2731.690	但第二,我要謝謝大家的,就是在不知道你們記不記得,21年,對不起,對,21年的秋天,那個時候以樂跟一群青年實名團DTS的同工來到了 夏威夷,然後要來那邊當童工,然後要希望能夠讓更多的人能夠來臺灣傳福音。
2731.690	2735.050	那個背後的主謀就是小弟我。
2735.050	2743.792	所以非常的感謝大家那時候全力的支持他們,然後讓他們能夠到夏威夷的青年使命團。
2743.792	2762.827	雖然那個時候因為疫情的關係,他們沒有辦法帶回, 短訊隊到臺灣,但是我很高興的可以在這邊跟大家說,因為他們的所撒的種子,到現在我們青年使命團來臺灣的短訊,從夏威夷來臺灣的短訊隊,在21年是沒有的,因為沒有。
2762.827	2769.573	但是在過去的這一年已經有三個,接下來的一年我們再看到大概有五個,可能十個短訊隊會來到臺灣。
2769.753	2775.720	會越來越多的人能夠來到這裡,來跟上帝一起同工成就臺灣的事。
2775.720	2779.605	所以你們在一開始所撒的種子,現在正在發芽茁壯。
2779.605	2784.891	所以再次感謝大家,有這個一起合作,在神國都裡面合作的機會。
2785.879	2796.042	再來有一個人想要跟大家問個好,就是你們不只是把你們的以樂派來了,還把你們的慧蘭牧師也送給了我們。
2796.042	2802.224	希望他會回來,但是他也不在我們現在夏威夷,他現在在薩摩亞,他在進行他的短宣。
2802.224	2808.666	所以他有一些跟大家想要傳遞的問候,我們就現在來看一下。
2812.039	2835.497	同工們有成功嗎?
2835.497	2844.161	如果沒有,大家都知道會安牧師長什麼樣子,那我們就只能 有我口頭代表他說謝謝。
2844.161	2850.171	我們的短片等一下再發給大家,然後放到大家的群裡面。
2850.171	2850.832	好,沒關係。
2853.097	2859.783	我只能說惠蘭牧師很謝謝大家的照顧。
2859.783	2867.009	我在那邊只能有一次的時間請他到家裡來吃個蛋餅,來安慰他沒有臺灣美食的心。
2867.009	2870.993	但是我也看到他真的在那邊如魚得水。
2870.993	2871.053	來了!
2876.220	2879.202	在薩摩雅的阿皮亞這個城市。
2879.202	2879.663	問候大家。
2879.663	2884.266	青年食品團在這裡有一個基地。
2884.266	2885.407	今天的領袖叫Bono跟Sose。
2885.407	2890.231	他們是開創淡水的青年食品團的基地創始的元老。
2890.231	2892.192	來到這裡非常的驚訝。
2892.192	2893.313	原來這裡有人會講中文的。
2893.313	2895.655	感謝上帝帶領我來到這裡。
2895.655	2898.517	我們的團員一共有19個人。
2898.517	2901.039	來到這邊有5個國家的人。
2901.039	2904.302	包括兩個家庭帶著他們的孩子一起來短宣。
2904.582	2911.885	在這個地方我們學習到看見,哇,這個地方真是上帝給這個城市的一個迦南美地。
2911.885	2916.468	他們所蓋的房子跟所有的環境都是自己想辦法把它弄起來,非常的簡單。
2916.468	2921.370	所有的食物每天吃的都是盡量從自己的這個園子裡面長出來的,能夠提供給大家。
2921.370	2929.754	所以在這裡非常驚訝,看見上帝怎麼樣祝福這個基地。
2929.754	2930.975	那來到這邊我們要做什麼呢?
2930.975	2934.756	這個地方雖然很多基督徒, 在這裡。
2934.756	2938.797	但是許多的人,他們跟上帝沒有真實的個人的信仰。
2938.797	2944.919	所以我們知道我們在這邊最重要的責任就是幫助他們能夠與神建立美好的關係。
2944.919	2947.580	聆聽神的聲音,順服神的工作。
2947.580	2950.641	所以我們知道我們接下來兩個月的時間要在這裡。
2950.641	2954.302	第一件我們很確定的事情就是Kings Kids。
2954.462	2957.604	繁體中文，臺灣國語。
2957.604	2960.046	繁體中文，臺灣國語。
2960.046	2962.148	繁體中文，臺灣國語。
2962.148	2964.490	繁體中文，臺灣國語。
2973.797	2976.800	第二件事情就是為Fono跟Sose來禱告。
2976.800	2982.967	Sose她得了癌症的第四期,現在在美國本島接受治療。
2982.967	2984.849	請為她的康復禱告。
2984.849	2990.375	我們的團員目前有四個人生病了,因為吃的東西不太舒服。
2990.555	2993.897	所以請為我們的飲水跟飲食來禱告。
2993.897	3004.322	第三件事情就是我們希望除了在營地可以幫助他們建立這個基地以外,我們也希望可以在外面跟很多人傳福音,分享耶穌的愛。
3004.322	3008.023	請為我們禱告,讓我們知道如何與神力同工。
3008.023	3010.865	想念大家,臺灣見,上帝祝福大家。
