start	end	text
486.945	488.465	我比你還厲害。
488.465	492.246	但是呢,這一條蛇把兩條蛇吃掉了。
492.246	495.647	我始終在想,雅倫的杖不知道有沒有變粗一點。
495.647	497.768	這是我千古沒辦法解決的問題。
498.968	503.263	好,那因此即使這樣,是不是雅倫仗義呢?
504.616	505.496	當著祂面贏了。
505.496	506.917	但是祂怎樣?
506.917	509.058	祂覺得這不算什麼。
509.058	509.798	祂身經百戰。
509.798	512.939	難道祂到今天沒有打過敗仗嗎?
512.939	514.840	可是祂沒有再怕。
514.840	516.941	祂覺得祂一定會勝。
516.941	521.202	因此呢,我們在這個地方就看見祂不認輸。
521.202	525.804	當祂不認輸的時候呢,神就用石栽來。
525.804	527.185	目的是什麼?
527.185	529.086	石栽的目的是什麼?
529.086	532.467	右邊打個耳光,左邊打個耳光,右邊打個耳光,左邊打個耳光嗎?
533.677	545.665	不是,實在的目的是要說服他,是要說服他來認識這個神,讓以色列的百姓出去。
545.665	557.633	所以因此在這個地方我們就看電影更近距離地特寫,讓我們來看見法老這個心在這個中間到底是怎樣的。
559.070	564.993	那在要看他這個心的時候﹐我們就要很快地走過這個實災。
564.993	569.316	這個實災﹐第一災呢﹐就是水變血的災。
569.316	573.438	那麼一早﹐摩西跟亞倫就去警告他了。
573.438	575.699	但是他怎麼樣﹐無動於衷。
577.602	588.007	因為他的術士也可以變,所以他覺得這個魔術一樣的不算什麼,不當一回事。
588.007	593.249	所以因此我們在這個地方就可以看見聖經裡說法老心理剛硬。
593.249	600.812	然後接著來第二災就是七天以後的蛙災,一大堆的青蛙跳出來。
600.812	608.636	那個術士也可以變青蛙, 法老老神在在,這個也沒什麼。
608.636	618.682	但是呢,當這個事情變得很大的,很煩的時候,這個法老就知道,術士沒有辦法讓他的百姓跟他自己安靜過日子。
618.682	624.725	他就跟摩西說,請你們去求耶和華,讓這些青蛙離開。
624.725	632.450	在這個地方我們看見,好,邪術在做壞事的上面它可以複製,但是做好事的上面它是無力的。
632.450	636.714	於是呢,他們 摩西答應了。
636.714	639.255	當這些蛙蚁死掉之後怎麼樣?
639.255	641.876	法老立刻就應興。
641.876	644.118	再來看第三個,獅子。
644.118	646.099	這個時候神就不再預告了。
646.099	651.701	但是當獅災來的時候,連祂的術士都說什麼?
651.701	661.286	他說這個是神的手,神的手的finger of God,這是神的作為,我們還是要聽祂們的話。
661.286	662.847	但是這個時候法老怎麼樣?
664.428	665.832	還是不信。
665.832	668.680	到了第四個,蒼蠅來的。
668.680	671.448	蒼蠅來的時候,第四個法老心裡會害怕了。
671.448	672.450	他心裡會害怕了。
673.319	681.303	但是條件談不攏,因為祂只是要你們到曠野去敬拜一下就給我回來。
681.303	686.226	那摩西當然是不可以,於是他又硬心反悔。
686.226	693.109	到了第五的時候,他的動物畜育都生災了,生病了,死了,這個有預告。
693.109	706.205	但是法老還是強硬,你知道, 當一個人的心剛開始的時候是選擇強硬,到後來會不會選擇強硬越來越容易?
706.205	712.747	會不會你選擇強硬到後來,你的臉已經,你可以想像法老的表情嗎?
712.747	719.509	你的臉已經是強硬的表情,你的心已經是強硬的感受。
719.509	722.950	所以即使要你回轉的時候,很難轉過來。
723.490	728.317	在下面來,我們就看見就是窗了,大家升窗。
728.317	735.927	這個時候,聖經就記載,耶和華是法老的心剛硬。
735.927	748.071	再下來就是下包, 這個下包災很有趣的是有預告說你如果不讓我們去那麼就有兵暴下下來。
748.071	765.134	那法老這個時候呢兵暴下下來的時候法老也束手無策這個地方很有趣法老第一次承認他有罪他說我犯了罪了可是呢 他還是選擇不相信。
765.134	772.879	這個時候聖經記載,不但法老不相信,他的臣僕跟著他一起硬著心。
772.879	776.662	再來,第八,蝗蟲來了。
776.662	784.167	蝗蟲來了,這個時候法老再一次跟摩西說,請神饒恕我的罪。
785.367	792.810	但是蝗蟲的災一解,馬上悔改,立刻應興。
792.810	796.112	耶和華使他的興剛應。
796.112	810.199	第九,就三天的黑暗,整個大自然的神,神不但掌管這一些水、蟲、動物,神掌管整個的大自然,三天的黑暗。
810.199	812.720	這個時候,法老怎麼樣?
812.720	822.690	他說, 你人可以去,但是牲畜給我留下來,有條件,答不答應?
823.575	825.216	不答應。
825.216	831.578	於是呢,法老的心,耶和華使法老的心剛硬,到最後要殺長子。
831.578	834.079	殺長子,他就是預告。
834.079	839.321	那不但是長子,連頭生的牲畜,人跟牲畜,一起殺掉。
839.321	852.006	而當這些事情發生的時候,夜裡遍地哀嚎的時候,當天夜裡,法老就跟摩西說,可以,趕快,你們的人趕快走,讓我離開這個災禍。
853.148	856.870	那麼,於是他們就,以色列人就離開了。
856.870	865.736	但是當他們離開了,在曠野裡走路的時候,那個探子來告訴法老說,哎呀,他們在曠野裡,走這裡,走那裡。
865.736	866.537	法老一想,哦?
867.381	869.082	他們好像迷路了。
869.082	874.125	他馬上看見他的好機會,立刻帶著軍兵就追過來了。
874.125	878.708	那追過來的時候呢,他要來殺,殺他們。
878.708	888.674	那因此呢,在十四章這個地方,耶和華再次說,我要使法老的心剛硬。
888.674	905.149	我們看法老在這個時災到後來,沒有一次他是 不按照自己的意思而聽神的意思,全部都是我決定要按照我的意思,我決定要按照我的意思,我就是不服。
905.149	910.935	所以你看到這個地方,這個壞人有沒有很清楚地畫在你眼前?
910.935	913.257	有。
913.257	916.341	但是啊,且慢。
917.551	927.053	因為在《出埃及記》這個劇本第四章二十一節的時候這個時候摩西還沒有去跟法老說話。
927.053	938.657	神就已經告訴摩西說當你去要把這些人帶走的時候我要使法老的心剛硬他必不容百姓去。
938.657	943.918	難道在神的劇本裡面有的人天生就寫的是壞人嗎?
944.872	948.874	有的人天生就寫的是好人嗎?
948.874	960.319	當我們仔細再看的時候,你會發現,下面有使,它說或作任平,後面有兩個字,下同。
960.319	973.585	換句話說,後面講說耶和華使法老心剛硬的地方,都可以,它的意思是,耶和華任平法老的心剛硬,不讓百姓去。
975.742	1001.971	所以我們可以在這個地方看見在實哉裡面呢先開始法老的心剛硬法老的心硬到後來硬到一個地步神就說隨便你吧那你要繼續硬就硬下去但是呢 你會發現,每一個機會,每一個預告,都是法老可以回頭來說,我錯了。
1001.971	1005.191	法老有兩次說我犯罪了,請為我禱告。
1005.191	1010.853	但是他從來都沒有真正地go through,承認他是犯罪。
1010.853	1014.094	他還是有回頭來,繼續犯罪。
1014.094	1020.316	因此我們在看見,在災難中,是不是人就不能回轉呢?
1021.613	1026.918	因為法老所遇見的是神的指頭,是神的作為。
1026.918	1032.003	在這些痛苦中間,是不是我被越打我就越頂,越打就越頂呢?
1033.251	1053.505	在《出埃及記》第九章這個地方,祂說道,神說,祂說,我如果這個是創災,就是在實災中間的這個地方,祂說,神說,如果我伸手用瘟疫攻擊你法老,攻擊你和你的百姓,你早就從地上除滅了。
1053.505	1055.706	這是神跟法老說的。
1055.706	1062.891	其實我叫你存立,是特地要向你顯我的大能,並要使我的名傳遍天下。
1063.251	1073.634	我存留你這個微不足道一直頂撞的命是希望讓你認識顯我的大能讓你認識我的名。
1073.634	1126.371	所以在後來也說神當法老要去追這些猶太人的時候呢以色列人的時候在《出埃及記》十四章那個地方也記說神的目的是要讓埃及人知道我是耶和華 所以其實在逆境中法老有許多許多認識神的機會但是他都沒有選擇到後來他打不過了他必須要承認這個神是很厲害的他怎麼做他只求神你離開我只求你帶著你的百姓好像以色列人是瘟神我們中國人講不是瘟神來了趕快離開我趕快走但是他沒有要 我們來看這個以色列人。
1148.422	1161.236	這個以色列人一開始呢,神因為跟列祖立約,以色列人有什麼跟別人不一樣?
1161.236	1168.063	他只有一個不一樣, 就是祂的先祖,神認識了,並且拣選了。
1168.063	1175.405	所以在《出埃及》第二章二十四節,祂這個地方,神說我聽見他們的哀聲,怎麼樣?
1175.405	1185.728	就紀念神跟亞伯拉罕、以撒亞各所立的約,神看顧以色列人,也知道他們。
1186.630	1192.292	所以神拯救他們是出於神的信使。
1192.292	1193.673	因為世界上怎麼樣?
1193.673	1195.854	可憐人太多了。
1195.854	1198.195	但是神為什麼要拯救以色列人?
1198.195	1202.517	因為神跟他們的先祖有約。
1202.517	1205.853	那麼 而以色列人怎麼樣呢?
1205.853	1210.096	他們不認識神,跟法老一樣不認識神。
1210.096	1217.201	法老不認識神,以色列人只是經過先祖封文,有這樣一個神。
1217.201	1224.505	但是他沒有按著神的我事及我事去確實地經歷,確實地認識祂。
1225.486	1239.893	所以他們在這一個苦功重壓痛苦之下,只求能夠好好喘口氣,安舒地宴一口飯,睡一個覺。
1239.893	1244.696	所以在這個中間,摩西跟亞倫就來了。
1245.435	1257.569	從曠野來,從米甸來,告訴他們,我們的祖宗的神現在要拯救我們,救我們脫離這一個埃及人的奴役。
1257.569	1259.271	如果你是他們,你會不會很高興?
1260.623	1264.804	不可想像的解放的機會來到了。
1264.804	1270.566	於是又向他們顯了神蹟,就這麼杖變蛇啊什麼。
1270.566	1272.567	那他們就相信了,怎麼樣?
1272.567	1275.768	聖經說他們就低頭下拜。
1275.768	1281.009	可是呢,我們前面講了,法老一看的時候,就怎麼樣?
1281.009	1285.972	給我壓,給我 更讓他們做苦工,更辛苦。
1285.972	1297.081	他們一遇見環境辛苦的時候,他們就開始叫起來了,你這個摩西亞倫,你怎麼把刀遞在這個法老的手上,讓他殺我們呢?
1297.081	1300.143	那個低頭下敗,也不知道到哪兒去了。
1300.143	1309.611	然後呢,我們就可以看見,神呢,就在實災中間,讓他們一個災一個災一個災的經歷,經歷神。
1311.442	1313.443	那目的是什麼?
1313.443	1320.165	在第十章第二節的上面說,好叫你們知道我是耶和華。
1320.165	1326.827	剛剛前面對於埃及人那石災,要讓埃及人知道他是耶和華。
1326.827	1333.430	在這個地方也經過這個石災,讓以色列人知道我是耶和華。
1334.070	1336.032	而以色列人是怎麼樣?
1336.032	1339.435	他是經歷了這個錢幣的兩面。
1339.435	1344.741	一面是埃及人法老經歷那一個辛苦痛苦的一面。
1344.741	1347.183	但是以色列人經歷的是怎麼樣?
1347.183	1349.706	經歷的是被保護的一面。
1349.706	1360.133	所以當蒼蠅的時候,我們在那個《嚴經事義》那個地圖上面, 我們會看見尼羅河上面有許多的河流三角洲。
1360.133	1365.094	因此,割山地就是在東邊這一片的地方。
1365.094	1371.496	遍地埃及都是蒼蠅騷擾的時候,割山地沒有蒼蠅。
1371.496	1376.658	當每家埃及人的牲畜都死的時候,以色列人的牲畜不死。
1377.978	1383.701	到處冰暴打農作物的時候,割山地沒有冰暴。
1383.701	1389.984	當三天全部黑暗,超級恐怖的時候,以色列人家中怎樣?
1389.984	1393.086	有亮光。
1393.086	1415.277	在這個時候,他們經歷到保護,然後神終於把他們拯救出去,然後拿了埃及人的財物, 剛剛我們講,昂然無懼地出了埃及,結束了430年的一寄居的地方,走向殷許地。
1415.277	1417.919	這樣子該很榮耀,該信心滿滿。
1417.919	1420.421	如果是你,會不會?
1420.421	1420.701	會。
1420.701	1423.483	我們話都講好大聲,會。
1423.483	1431.109	但是呢,當他們一走了一下之後,走到一個地方回頭一看,哇,本來以為已經沒事了。
1431.109	1432.990	法老的追兵這個時候來了。
1434.497	1443.002	然後把他們困在前面是紅海,後有追兵的時候,他們怎麼樣?
1443.002	1449.526	他們就說,你這個摩西亞倫,難道我們在埃及沒有墳地啊?
1449.526	1452.428	我們要跑來死在這個曠野。
1452.428	1459.652	我們早不是跟你說不要搅擾我們,你現在要讓我們死在曠野,這算是什麼呢?
1459.652	1461.793	有沒有信心?
1461.793	1462.514	沒有信心。
1463.558	1478.284	然而,神讓他們經歷了開洪海,走過去,親眼看見法老的軍隊洪到海河起來,全軍覆沒。
1478.284	1493.050	這麼大的神蹟的時候,我們看見這個地方說,以色列人看見耶和華向埃及人所行的大事,就敬畏耶和華,又信服他和他的仆人摩西。
1495.145	1517.055	這一集我們看連續劇,出埃及集我們有看Netflix的連續劇,它有一季一季的,一季比如說有三集五集,因此我們出埃及集的這一集到這裡就結束了,好不好,美滿的結果。
1518.592	1522.353	但是你知道,它還有續集。
1522.353	1524.754	它的續集是什麼?
1524.754	1532.876	就是當你在往後看的時候,以色列人停留在曠野有四十年的時間。
1532.876	1534.917	為什麼停留在曠野?
1534.917	1539.838	因為不相信神,帶他們進得去,沒有這個信心。
1539.838	1546.380	然後呢,一而再,再而三的不相信神是神,最後怎麼樣?
1547.483	1560.833	這麼大一批的以色列人,只有兩個人進了應許地,其他人全部倒閉曠野。
1560.833	1566.076	請問這是不是另外一種任平?
1566.076	1568.218	是不是另外一種任平?
1568.218	1572.221	因為你堅持選擇不信,那我就讓你。
1573.695	1583.320	原來以色列人不比別人有更容易相信神的DNA,他們沒有。
1583.320	1592.244	原來我們剛剛看了半天好人跟壞人,原來出埃及記的故事是什麼?
1592.244	1598.147	是關乎好神跟壞人的故事。
1598.147	1606.548	所以我們來看我們的神, 我們的神永遠是慈愛又公義的。
1606.548	1610.010	祂有祂不改變永恆的屬性。
1610.010	1612.718	祂就是這樣, 看得見嗎?
1612.718	1614.259	我們一起來讀,好嗎?
1614.259	1615.200	來。
1615.200	1640.260	耶和華,耶和華,是有憐憫有恩典的神,不輕易發怒,並有豐富的誠實,存留此愛,赦免罪孽過犯和罪惡,萬不以有罪的為無罪,必追討他的罪,自負己子三世代。
1641.903	1652.735	我們的神有兩個永遠不改變的屬性,一個是祂的慈愛,一個是祂的公義。
1652.735	1660.303	所以我們的神永遠是聖潔的、良善的、憐憫的、慈愛的、公義的。
1662.346	1667.269	祂願意萬人得救,不願意一人沉淪。
1667.269	1669.690	這是神對我們的心意。
1669.690	1676.754	祂心意對於法老跟對埃及人、對於以色列人都是一樣的。
1677.449	1711.286	並不是說這個劇本寫了這些埃及人永遠都是敵人壞人那麼以色列人永遠是好人不是的他的心對於所有的人都是一樣的但是呢當他造我們的時候我們人有自由選擇的能力這個自由選擇自由意志這是他給我們的一種想像不到一種做人的一種的尊嚴 在給我們的尊嚴當中,我們可以來選擇。
1711.286	1721.640	但是我們可以看見在《創世紀》第三章,夏娃用這個自由意志選擇了什麼?
1721.640	1723.843	選擇了不要相信神。
1725.145	1744.417	所以我們在這個地方可以看見,我們最後選擇什麼,就決定我們倒是跟神一國,在他的救恩之中,還是我們,神就讓我們走自己的路,就是任憑。
1744.417	1761.065	羅馬書第一章這個地方告訴我們,他們雖然知道神,我們一起來讀,來, 這個地方我們在看《創世紀》第三章的夏娃是最清楚的。
1761.065	1762.826	夏娃知不知道神?
1781.084	1784.648	再沒有誰比他更知道,因為他是神所造的。
1784.648	1789.935	他可以在伊甸園裡跟神毫無攬阻地散步談話。
1789.935	1795.121	但是呢,他沒有把神當作神,你怎麼知道?
1795.121	1806.229	因為在《創世紀》第三章那邊,那個蛇跟他說, 神害怕你們吃了這個果子,分別上要樹的果子之後,就變得像神。
1806.229	1812.851	換句話說,我就可以生起來跟祂一樣,我不要榮耀祂,我要跟祂一樣。
1812.851	1816.752	於是這個夏娃在這個前提下就摘了。
1816.752	1820.914	所以夏娃其實在還沒有吃果子之前,她就已經犯罪了。
1821.732	1825.173	於是在這地方不當作神榮耀他,怎麼樣?
1825.173	1826.713	當然就不感謝他。
1826.713	1829.854	我的一切都是我辛苦賺出來的。
1829.854	1834.455	你不知道我有多辛苦,都是我辛苦賺出來的,不感謝他。
1834.455	1842.317	在這一種的狀態之下,我們的思維,我們的邏輯,就變為混亂,變為虛妄。
1842.317	1844.297	我們的心怎麼樣?
1844.297	1845.457	就昏暗了。
1845.457	1847.278	我們的整個世界就歪了。
1848.302	1862.331	所以在這種狀態之下,仍然繼續不要神的時候,神就任憑他們,隨著心裏的情慾,行污穢的事。
1862.331	1872.317	當我看到這裏的時候,我心裏就有一個想法,請問諸位,你會向神硬心嗎?
1875.043	1876.444	會嗎?
1876.444	1885.928	其實我相信我們非常地了解自己,常常向神印心,是不是?
1885.928	1891.210	只是呢,有一個好處是,好像也沒發生什麼事。
1893.353	1896.115	我硬心呢,我今天還好好坐在這裡。
1896.115	1899.136	好,然後我一禱告呢,神還是醫治我的病。
1899.136	1905.340	好,那至於我要去跟我的朋友和好呢,我都沒有做,但是神好像也沒怎樣。
1908.370	1913.635	其實,聖靈在這個過程中間,祂一直在帶領我們。
1913.635	1918.721	神在我們生命裡面有許多的祝福,祂要我們完全來得到。
1918.721	1939.585	但是當我們在我們的硬心中間,我們就生出許多的違章的,建了很多違章建築,生出許多毒的果子,到有一天呢,如果神真的認平我們的時候, 我不是說會失掉救恩,今天不談這個題目,而是說,你的生命裡面會有許多許多的苦果。
1939.585	1948.858	比如說,神感動你,那件事情去向你的孩子認罪,你會說,啊,找不到合適的時間。
1950.094	1966.034	現在你知道某一件事,你心中有感動,你覺得神要叫你去奉獻,但是你想,我這個手機要換新的已經很久了,我正在存錢,我沒有多餘的錢。
1966.034	1971.362	當我們在北疆的時候, 我想到一個很有趣的事。
1971.362	1974.705	在北疆我們接觸了一些哈薩克人。
1974.705	1979.108	那個西北地方啊,非常愛吃羊肉。
1979.108	1982.410	那個煮的羊肉一大塊一大塊很肥啊。
1982.410	1986.193	如果你們有去過,我覺得非常的好吃。
1986.193	1989.276	也不是很有那種羊騷味。
1989.276	1993.679	所以他們的當地的人跟哈薩克人很愛吃羊肉。
1993.679	1997.242	但是當我們認識他們的時候,我們發現他們很多一個個都胖胖的。
1997.961	2008.944	那我就問有一個太太,那個太太就跟我說,她說我們這裡的人啊,到了四十多歲常常就中風了。
2008.944	2010.644	她的先生還是個醫生。
2010.644	2018.967	我說你先生是醫生,那他應該知道吃這個東西的後果就是比較容易中風啊,那可不可以少吃一點呢?
2018.967	2019.747	她就看著我。
2020.367	2050.846	他覺得這是匪夷所思的我怎麼可能少吃這個肥羊肉一定要吃那神怎樣認平神並沒有把我們手裡的肥羊肉打在地上當我們做一些不合神心意的事情的時候神並沒有讓我們當下就受到苦果如果神當下讓我們受到苦果的話求神給我們有這個智慧讓我們認得那個 是不可以的。
2050.846	2052.246	立刻回頭。
2052.246	2054.228	但是就像法老一樣的。
2054.228	2055.848	我們為什麼會那樣做?
2055.848	2057.109	因為有情慾嘛。
2057.109	2061.531	比如那個情慾就是,我就是喜歡吃這個肥羊肉啊。
2061.531	2063.332	他們吃起來很可怕的。
2063.332	2066.694	半斤一斤,一斤半兩斤,這樣吃哦。
2066.694	2069.196	不是像我們一塊一塊地吃哦。
2069.196	2074.398	這樣子吃的話,承著你心裡的情慾,做這些事情。
2074.398	2076.259	你的人際關係怎麼樣?
2076.259	2078.801	你的家庭關係可能神會認平。
2079.241	2082.062	你的工作態度可能神會認平。
2082.062	2086.643	你的健康可能神會認平。
2086.643	2096.606	所以最後從認平到救恩是什麼關鍵?
2096.606	2098.026	悔改。
2098.026	2101.027	任何時候悔改都不遲。
2101.027	2108.349	不要在乎請問法老走到最後長子被殺之前他悔改可不可以?
2109.701	2111.522	任何時候都可以。
2111.522	2116.466	長子死了,他可不可以悔改,不要去再追殺硬著心。
2116.466	2120.008	可以,但是通通都沒有。
2120.008	2121.970	這個地方我們一起來讀。
2121.970	2134.839	我們若認自己的罪,神是信實的,是公義的,必要赦免我們的罪,洗盡我們一切的不義。
2134.839	2137.501	我們請那個帶領敬拜的上來。
2137.501	2158.174	我們在這個地方來看, 這個說起來就是一句話,要赦免我們的罪,洗盡我們的不義,但是關鍵是我如何回頭。
2158.174	2161.616	我如何回頭?
2161.616	2164.557	神願不願意我們回頭?
2164.557	2165.497	我們的困難在什麼?
2167.858	2179.890	困難在我自己的意願太強了,我的習慣太堅固了,我就是12點以前不能睡覺,所以我的身體就是老是睡眠不夠。
2179.890	2186.196	這些東西太堅固了,讓我們沒有辦法悔改,但是神會幫助我們悔改。
2187.363	2189.204	祂會幫助我們悔改。
2189.204	2197.946	我們要相信,剛剛小曼帶敬拜的時候,她說她預備的時候,她就心裡就是想到信心兩個字。
2197.946	2201.848	我們現在馬上要進入我們的新堂來聚會。
2201.848	2214.532	求神在這個時候幫助我們,讓我們不再繼續在各個方面來認平我自己做神不喜悅、浪費生命的事。
2215.401	2226.888	讓我能夠回頭在神在我生命者旨意跟前面的護照下面對準前面的道路往前面行我們來
